embedding,model,params,accuracy,precision,recall,f1
W2V_CBOW,AdaBoost,"n_estimators=100, lr=0.05",0.7454000000000001,0.7797750895565767,0.6894270213047505,0.7317993773959449
W2V_CBOW,AdaBoost,"n_estimators=100, lr=0.1",0.7603333333333334,0.7857355997888885,0.7210533280402277,0.7519546298453234
W2V_CBOW,AdaBoost,"n_estimators=100, lr=0.5",0.7994,0.7987253977452383,0.8046843985708615,0.8016836010595018
W2V_CBOW,AdaBoost,"n_estimators=150, lr=0.01",0.7208666666666667,0.7449342242719448,0.6785761545586873,0.7100569480093019
W2V_CBOW,AdaBoost,"n_estimators=150, lr=0.05",0.7514666666666666,0.7833818667572006,0.7004102156940585,0.7395691977849825
W2V_CBOW,AdaBoost,"n_estimators=150, lr=0.1",0.7720666666666666,0.7861958294760073,0.752150324202726,0.7687775273233299
W2V_CBOW,AdaBoost,"n_estimators=150, lr=0.5",0.8076,0.8048838267358773,0.8159322482466588,0.8103531925161377
W2V_CBOW,AdaBoost,"n_estimators=200, lr=0.01",0.7246,0.7535090839565431,0.6738123594018791,0.7113906919402014
W2V_CBOW,AdaBoost,"n_estimators=200, lr=0.05",0.7618666666666667,0.785860030097867,0.7248908296943232,0.7541384785589059
W2V_CBOW,AdaBoost,"n_estimators=200, lr=0.1",0.7807333333333334,0.791716599959066,0.7664417096731507,0.7788395947386269
W2V_CBOW,AdaBoost,"n_estimators=200, lr=0.5",0.8098666666666667,0.807105263338685,0.8181818181818182,0.81259783563142
W2V_CBOW,AdaBoost,"n_estimators=300, lr=0.01",0.7332666666666667,0.7709681616637148,0.6695778748180494,0.7166542605535232
W2V_CBOW,AdaBoost,"n_estimators=300, lr=0.05",0.7721333333333332,0.7853638225258863,0.753738255921662,0.7692081422507084
W2V_CBOW,AdaBoost,"n_estimators=300, lr=0.1",0.7900666666666667,0.7932465937219867,0.7889374090247453,0.7910656295810816
W2V_CBOW,AdaBoost,"n_estimators=300, lr=0.5",0.8143333333333332,0.8111804061356725,0.8230779409818711,0.8170740631321038
W2V_CBOW,LSTM,"units=4, epochs=2",0.8186,0.7960333006856023,0.8603943363768691,0.8269634340222576
W2V_CBOW,LSTM,"units=8, epochs=2",0.8267333333333333,0.8057474099654662,0.864496493317454,0.8340887328439196
W2V_CBOW,LSTM,"units=12, epochs=2",0.8292,0.8152215070049224,0.8547042477173482,0.8344961240310077
W2V_CBOW,LSTM,"units=16, epochs=2",0.8325333333333333,0.8346822343107337,0.832473203652243,0.833576255465748
W2V_CBOW,LSTM,"units=20, epochs=2",0.8320666666666666,0.8324096067564001,0.8347227735874024,0.8335645853980839
W2V_CBOW,LSTM,"units=24, epochs=2",0.8323333333333334,0.8382984433709071,0.8266507873494773,0.8324338730095276
W2V_CBOW,LSTM,"units=28, epochs=2",0.8342666666666667,0.8153999253638512,0.8674077014688368,0.8406001538856117
W2V_CBOW,LSTM,"units=32, epochs=2",0.8316666666666667,0.8040850858109742,0.8803758105068149,0.8405028109405597
W2V_CBOW,LSTM,"units=36, epochs=2",0.8348666666666666,0.8133481371823341,0.8724361519121344,0.841856604737279
W2V_CBOW,LSTM,"units=40, epochs=2",0.8298666666666666,0.851326688193177,0.802434828635702,0.826158038147139
W2V_CBOW,LSTM,"units=44, epochs=2",0.8327333333333333,0.8516299804959598,0.808918883154691,0.8297251442144554
W2V_CBOW,LSTM,"units=48, epochs=2",0.8338666666666666,0.8397048960429242,0.8283710467116581,0.8339994670929922
W2V_CBOW,LSTM,"units=52, epochs=2",0.8357333333333333,0.8377768934871999,0.8357813947333598,0.8367779544250132
W2V_CBOW,LSTM,"units=56, epochs=2",0.8357333333333333,0.8330064077415981,0.8429270874685721,0.8379373848987108
W2V_CBOW,LSTM,"units=60, epochs=2",0.8336,0.8439581351094196,0.8216223369061797,0.8326404720396943
W2V_CBOW,LSTM,"units=64, epochs=2",0.8364,0.8121100917431192,0.8785232235013894,0.8440122044241037
W2V_CBOW,LSTM,"units=72, epochs=2",0.837,0.8165717116670795,0.8724361519121344,0.8435800652549421
W2V_CBOW,LSTM,"units=80, epochs=2",0.8359333333333333,0.8173100871731008,0.8684663226147943,0.8421120164239431
W2V_CBOW,LSTM,"units=96, epochs=2",0.8361333333333333,0.8141712877387554,0.8742887389175599,0.84315977539561
W2V_CBOW,LSTM,"units=128, epochs=2",0.8356666666666667,0.8119333496691987,0.8769352917824533,0.8431834086137795
