embedding,model,params,accuracy,precision,recall,f1
W2V_SKIPGRAM,LogisticRegression,C=0.0001,0.8163333333333332,0.8073674052758282,0.8345904459441579,0.8207383726075722
W2V_SKIPGRAM,LogisticRegression,C=0.001,0.8488666666666665,0.8441742926331073,0.8585417493714438,0.8512673754534537
W2V_SKIPGRAM,LogisticRegression,C=0.005,0.8548666666666667,0.8515834105878447,0.8622469233822946,0.8568611248199657
W2V_SKIPGRAM,LogisticRegression,C=0.01,0.8553333333333333,0.8520965563526944,0.8626439063120287,0.8573130851758478
W2V_SKIPGRAM,LogisticRegression,C=0.05,0.8563333333333333,0.8531256844600668,0.8635701998147414,0.8582930830382459
W2V_SKIPGRAM,LogisticRegression,C=0.1,0.8566666666666668,0.8536956168621505,0.8635701998147414,0.8585766169917962
W2V_SKIPGRAM,LogisticRegression,C=0.5,0.8574666666666667,0.8543876667340803,0.864496493317454,0.8593804175356592
W2V_SKIPGRAM,LogisticRegression,C=1,0.8575333333333334,0.8544083740852342,0.8646288209606986,0.8594536943397043
W2V_SKIPGRAM,LogisticRegression,C=2,0.8576666666666667,0.8544419593361336,0.8648934762471882,0.8596024055966481
W2V_SKIPGRAM,LogisticRegression,C=5,0.8574,0.8542750284571096,0.864496493317454,0.8593224944492802
W2V_SKIPGRAM,LogisticRegression,C=10,0.8576666666666667,0.8544466893083564,0.8648934762471879,0.8596035439111174
W2V_SKIPGRAM,LogisticRegression,C=20,0.8577333333333333,0.8545555319564516,0.8648934762471879,0.8596595841415778
W2V_SKIPGRAM,LogisticRegression,C=50,0.8577333333333333,0.8545555319564516,0.8648934762471879,0.8596595841415778
W2V_SKIPGRAM,LogisticRegression,C=100,0.8577333333333333,0.8545555319564516,0.8648934762471879,0.8596595841415778
W2V_SKIPGRAM,LogisticRegression,C=200,0.8577333333333333,0.8545555319564516,0.8648934762471879,0.8596595841415778
W2V_SKIPGRAM,LogisticRegression,C=300,0.8577333333333333,0.8545555319564516,0.8648934762471879,0.8596595841415778
W2V_SKIPGRAM,LogisticRegression,C=500,0.8577333333333333,0.8545555319564516,0.8648934762471879,0.8596595841415778
W2V_SKIPGRAM,LogisticRegression,C=700,0.8577333333333333,0.8545555319564516,0.8648934762471879,0.8596595841415778
W2V_SKIPGRAM,LogisticRegression,C=900,0.8577333333333333,0.8545555319564516,0.8648934762471879,0.8596595841415778
W2V_SKIPGRAM,LogisticRegression,C=1000,0.8577333333333333,0.8545555319564516,0.8648934762471879,0.8596595841415778
W2V_SKIPGRAM,RandomForest,"n_estimators=50, depth=5",0.7939999999999999,0.7832580256034385,0.8172555246791054,0.7998921430918058
W2V_SKIPGRAM,RandomForest,"n_estimators=50, depth=10",0.8186,0.8060231366429713,0.8427947598253276,0.8239793487680543
W2V_SKIPGRAM,RandomForest,"n_estimators=50, depth=15",0.8218666666666667,0.8102379709426062,0.8442503639010189,0.8268687515865473
W2V_SKIPGRAM,RandomForest,"n_estimators=50, depth=20",0.8205333333333334,0.8073991212133848,0.8455736403334656,0.8260253364540081
W2V_SKIPGRAM,RandomForest,"n_estimators=100, depth=5",0.7996,0.789551809240693,0.8210930263332009,0.8050035754917285
W2V_SKIPGRAM,RandomForest,"n_estimators=100, depth=10",0.8227333333333334,0.8126718871042509,0.8423977768955936,0.8272219345666363
W2V_SKIPGRAM,RandomForest,"n_estimators=100, depth=15",0.8264666666666667,0.8122465151282672,0.852719333068678,0.8319805922538834
W2V_SKIPGRAM,RandomForest,"n_estimators=100, depth=20",0.8272666666666667,0.8109908997628223,0.8569538176525077,0.8333201282743329
W2V_SKIPGRAM,RandomForest,"n_estimators=150, depth=5",0.8001333333333333,0.7893141748077079,0.8229456133386265,0.8057760917671271
W2V_SKIPGRAM,RandomForest,"n_estimators=150, depth=10",0.823,0.8117220080824724,0.844647346830753,0.8278466357345846
W2V_SKIPGRAM,RandomForest,"n_estimators=150, depth=15",0.8284666666666668,0.8130844296669721,0.856424507079529,0.8341851975807804
W2V_SKIPGRAM,RandomForest,"n_estimators=150, depth=20",0.8311999999999999,0.8138999229908367,0.8621145957390498,0.8373059257748441
W2V_SKIPGRAM,RandomForest,"n_estimators=200, depth=5",0.8000666666666666,0.7898808526195152,0.8217546645494244,0.8055011535804392
W2V_SKIPGRAM,RandomForest,"n_estimators=200, depth=10",0.8249333333333334,0.8143837859036248,0.8451766574037315,0.8294904214831108
W2V_SKIPGRAM,RandomForest,"n_estimators=200, depth=15",0.8277333333333333,0.8126552027656709,0.855233558290327,0.8333987155988763
W2V_SKIPGRAM,RandomForest,"n_estimators=200, depth=20",0.8283999999999999,0.8106143400442672,0.8605266640201138,0.8347996561079253
W2V_SKIPGRAM,RandomForest,"n_estimators=300, depth=5",0.8014,0.790187500277704,0.8247982003440519,0.80712096129787
W2V_SKIPGRAM,RandomForest,"n_estimators=300, depth=10",0.8268,0.8159400362999865,0.8474262273388912,0.831373462418408
W2V_SKIPGRAM,RandomForest,"n_estimators=300, depth=15",0.8282000000000002,0.8142092375132887,0.8539102818578801,0.833569190727296
W2V_SKIPGRAM,RandomForest,"n_estimators=300, depth=20",0.8280666666666666,0.8100023414406353,0.8606589916633585,0.8345527183423621
W2V_SKIPGRAM,AdaBoost,"n_estimators=50, lr=0.01",0.7173333333333333,0.726353244937688,0.7049093555643774,0.7153060473124317
W2V_SKIPGRAM,AdaBoost,"n_estimators=50, lr=0.05",0.7568,0.7843965115228752,0.7136429800185259,0.7472007595793647
