2025-12-17 09:58:03,514 | INFO | LogisticRegression: C=0.001
2025-12-17 09:58:03,757 | INFO | LogisticRegression: C=0.005
2025-12-17 09:58:04,040 | INFO | LogisticRegression: C=0.01
2025-12-17 09:58:04,275 | INFO | LogisticRegression: C=0.05
2025-12-17 09:58:04,459 | INFO | LogisticRegression: C=0.1
2025-12-17 09:58:04,655 | INFO | LogisticRegression: C=0.5
2025-12-17 09:58:04,804 | INFO | LogisticRegression: C=1
2025-12-17 09:58:04,951 | INFO | LogisticRegression: C=2
2025-12-17 09:58:05,094 | INFO | LogisticRegression: C=5
2025-12-17 09:58:05,238 | INFO | LogisticRegression: C=10
2025-12-17 09:58:05,382 | INFO | LogisticRegression: C=20
2025-12-17 09:58:05,524 | INFO | LogisticRegression: C=50
2025-12-17 09:58:05,669 | INFO | LogisticRegression: C=100
2025-12-17 09:58:05,806 | INFO | LogisticRegression: C=200
2025-12-17 09:58:05,946 | INFO | LogisticRegression: C=300
2025-12-17 09:58:06,108 | INFO | LogisticRegression: C=500
2025-12-17 09:58:06,256 | INFO | LogisticRegression: C=700
2025-12-17 09:58:06,402 | INFO | LogisticRegression: C=900
2025-12-17 09:58:06,557 | INFO | LogisticRegression: C=1000
2025-12-17 09:58:06,701 | INFO | RandomForest: n_estimators=50, depth=5
2025-12-17 09:58:07,070 | INFO | RandomForest: n_estimators=50, depth=10
2025-12-17 09:58:07,480 | INFO | RandomForest: n_estimators=50, depth=15
2025-12-17 09:58:07,977 | INFO | RandomForest: n_estimators=50, depth=20
2025-12-17 09:58:08,566 | INFO | RandomForest: n_estimators=100, depth=5
2025-12-17 09:58:09,137 | INFO | RandomForest: n_estimators=100, depth=10
2025-12-17 09:58:09,841 | INFO | RandomForest: n_estimators=100, depth=15
2025-12-17 09:58:10,769 | INFO | RandomForest: n_estimators=100, depth=20
2025-12-17 09:58:11,851 | INFO | RandomForest: n_estimators=150, depth=5
2025-12-17 09:58:12,698 | INFO | RandomForest: n_estimators=150, depth=10
2025-12-17 09:58:13,722 | INFO | RandomForest: n_estimators=150, depth=15
2025-12-17 09:59:33,483 | INFO | Loading data
2025-12-17 09:59:40,290 | INFO | Building TF-IDF Unigram features
2025-12-17 09:59:40,942 | INFO | LogisticRegression: C=0.0001
2025-12-17 09:59:41,141 | INFO | LogisticRegression: C=0.001
2025-12-17 09:59:41,380 | INFO | LogisticRegression: C=0.005
2025-12-17 09:59:41,651 | INFO | LogisticRegression: C=0.01
2025-12-17 09:59:41,889 | INFO | LogisticRegression: C=0.05
2025-12-17 09:59:42,069 | INFO | LogisticRegression: C=0.1
2025-12-17 09:59:42,268 | INFO | LogisticRegression: C=0.5
2025-12-17 09:59:42,418 | INFO | LogisticRegression: C=1
2025-12-17 09:59:42,563 | INFO | LogisticRegression: C=2
2025-12-17 09:59:42,715 | INFO | LogisticRegression: C=5
2025-12-17 09:59:42,878 | INFO | LogisticRegression: C=10
2025-12-17 09:59:43,027 | INFO | LogisticRegression: C=20
2025-12-17 09:59:43,165 | INFO | LogisticRegression: C=50
2025-12-17 09:59:43,300 | INFO | LogisticRegression: C=100
